id,country,code,zone,rate
1771,CAMEROON ,237222945,12,700
1772,CAMEROON ,237,12,700
1773,CANADA ,1204,1,30
1774,CANADA ,1226,1,30
1775,CANADA ,1249,1,30
1776,CANADA ,1250,3,45
1777,CANADA ,1289,1,30
1778,CANADA ,1306,1,30
1779,CANADA ,1343,1,30
1780,CANADA ,1403,1,30
1781,CANADA ,1416,1,30
1782,CANADA ,1418,1,30
1783,CANADA ,1438,1,30
1784,CANADA ,1450,1,30
1785,CANADA ,1506,1,30
1786,CANADA ,1514,1,30
1787,CANADA ,1519,1,30
1788,CANADA ,1579,1,30
1789,CANADA ,1581,1,30
1790,CANADA ,1587,1,30
1791,CANADA ,1604,1,30
1792,CANADA ,1613,1,30
1793,CANADA ,1647,1,30
1794,CANADA ,1705,1,30
1795,CANADA ,1709,1,30
1796,CANADA ,1778,1,30
1797,CANADA ,1780,1,30
1798,CANADA ,1807,1,30
1799,CANADA ,1819,1,30
1800,CANADA ,1867,3,45
1801,CANADA ,1902,1,30
1802,CANADA ,1905,1,30
1803,CAPE VERDE ,2389,7,130
1804,CAPE VERDE ,23818,7,130
1805,CAPE VERDE ,23851,7,130
1806,CAPE VERDE ,23858,7,130
1807,CAPE VERDE ,23859,7,130
1808,CAPE VERDE ,238330,7,130
1809,CAPE VERDE ,238331,7,130
1810,CAPE VERDE ,238332,7,130
1811,CAPE VERDE ,238333,7,130
1812,CAPE VERDE ,238334,7,130
1813,CAPE VERDE ,23853,7,130
1814,CAPE VERDE ,238,7,130
1815,CAYMAN ISLANDS ,1345321,6,90
1816,CAYMAN ISLANDS ,1345322,6,90
1817,CAYMAN ISLANDS ,1345323,6,90
1818,CAYMAN ISLANDS ,1345324,6,90
1819,CAYMAN ISLANDS ,1345325,6,90
1820,CAYMAN ISLANDS ,1345326,6,90
1821,CAYMAN ISLANDS ,1345327,6,90
1822,CAYMAN ISLANDS ,1345328,6,90
1823,CAYMAN ISLANDS ,1345329,6,90
1824,CAYMAN ISLANDS ,1345516,6,90
1825,CAYMAN ISLANDS ,1345517,6,90
1826,CAYMAN ISLANDS ,1345525,6,90
1827,CAYMAN ISLANDS ,1345526,6,90
1828,CAYMAN ISLANDS ,1345527,6,90
1829,CAYMAN ISLANDS ,1345529,6,90
1830,CAYMAN ISLANDS ,1345546,6,90
1831,CAYMAN ISLANDS ,1345547,6,90
1832,CAYMAN ISLANDS ,1345548,6,90
1833,CAYMAN ISLANDS ,1345549,6,90
1834,CAYMAN ISLANDS ,1345550,6,90
1835,CAYMAN ISLANDS ,1345229,6,90
1836,CAYMAN ISLANDS ,1345249,6,90
1837,CAYMAN ISLANDS ,1345514,6,90
1838,CAYMAN ISLANDS ,1345545,6,90
1839,CAYMAN ISLANDS ,1345616,6,90
1840,CAYMAN ISLANDS ,1345617,6,90
1841,CAYMAN ISLANDS ,1345625,6,90
1842,CAYMAN ISLANDS ,1345629,6,90
1843,CAYMAN ISLANDS ,1345630,6,90
1844,CAYMAN ISLANDS ,1345645,6,90
1845,CAYMAN ISLANDS ,1345646,6,90
1846,CAYMAN ISLANDS ,1345647,6,90
1847,CAYMAN ISLANDS ,1345649,6,90
1848,CAYMAN ISLANDS ,1345726,6,90
1849,CAYMAN ISLANDS ,1345916,6,90
1850,CAYMAN ISLANDS ,1345917,6,90
1851,CAYMAN ISLANDS ,1345919,6,90
1852,CAYMAN ISLANDS ,1345922,6,90
1853,CAYMAN ISLANDS ,1345923,6,90
1854,CAYMAN ISLANDS ,1345924,6,90
1855,CAYMAN ISLANDS ,1345925,6,90
1856,CAYMAN ISLANDS ,1345926,6,90
1857,CAYMAN ISLANDS ,1345927,6,90
1858,CAYMAN ISLANDS ,1345928,6,90
1859,CAYMAN ISLANDS ,1345929,6,90
1860,CAYMAN ISLANDS ,1345930,6,90
1861,CAYMAN ISLANDS ,1345936,6,90
1862,CAYMAN ISLANDS ,1345937,6,90
1863,CAYMAN ISLANDS ,1345938,6,90
1864,CAYMAN ISLANDS ,1345939,6,90
1865,CAYMAN ISLANDS ,1345990,6,90
1866,CAYMAN ISLANDS ,1345,6,90
1867,CENTRAL AFRICAN REPUBLIC ,23670,10,300
1868,CENTRAL AFRICAN REPUBLIC ,23677,10,300
1869,CENTRAL AFRICAN REPUBLIC ,23672,10,300
1870,CENTRAL AFRICAN REPUBLIC ,23675,10,300
1871,CENTRAL AFRICAN REPUBLIC ,2362174,10,300
1872,CENTRAL AFRICAN REPUBLIC ,2362175,10,300
1873,CENTRAL AFRICAN REPUBLIC ,2362274,10,300
1874,CENTRAL AFRICAN REPUBLIC ,2362275,10,300
1875,CENTRAL AFRICAN REPUBLIC ,2367074,10,300
1876,CENTRAL AFRICAN REPUBLIC ,2367075,10,300
1877,CENTRAL AFRICAN REPUBLIC ,2367774,10,300
1878,CENTRAL AFRICAN REPUBLIC ,2367775,10,300
1879,CENTRAL AFRICAN REPUBLIC ,236,10,300
1880,CHAD ,2356,10,250
1881,CHAD ,235222,10,250
1882,CHAD ,235223,10,250
1883,CHAD ,235224,10,250
1884,CHAD ,235227,10,250
1885,CHAD ,235228,10,250
1886,CHAD ,2357,10,250
1887,CHAD ,2359,10,250
1888,CHAD ,235,10,250
1889,CHILE ,569,8,150
1890,CHILE ,56,11,400
1891,CHILE ,56219,11,400
1892,CHILE ,562572,11,400
1893,CHILE ,562593,11,400
1894,CHILE ,562788,11,400
1895,CHILE ,562868,11,400
1896,CHILE ,562917,11,400
1897,CHILE ,562929,11,400
1898,CHILE ,563219,11,400
1899,CHILE ,563319,11,400
1900,CHILE ,563419,11,400
1901,CHILE ,563519,11,400
1902,CHILE ,564119,11,400
1903,CHILE ,564219,11,400
1904,CHILE ,564319,11,400
1905,CHILE ,564519,11,400
1906,CHILE ,565119,11,400
1907,CHILE ,565219,11,400
1908,CHILE ,565319,11,400
1909,CHILE ,565519,11,400
1910,CHILE ,565719,11,400
1911,CHILE ,565819,11,400
1912,CHILE ,566119,11,400
1913,CHILE ,566319,11,400
1914,CHILE ,566419,11,400
1915,CHILE ,566519,11,400
1916,CHILE ,566533,11,400
1917,CHILE ,566719,11,400
1918,CHILE ,567119,11,400
1919,CHILE ,567219,11,400
1920,CHILE ,567319,11,400
1921,CHILE ,567519,11,400
1922,CHILE ,5632210,11,400
1923,CHILE ,5622,11,400
1924,CHILE ,5623,11,400
1925,CHILE ,5624,11,400
1926,CHILE ,5625,11,400
1927,CHILE ,5626,11,400
1928,CHILE ,5627,11,400
1929,CHILE ,5628,11,400
1930,CHILE ,5629,11,400
1931,CHINA ,8610,1,30
1932,CHINA ,8613,1,30
1933,CHINA ,86153,1,30
1934,CHINA ,86159,1,30
1935,CHINA ,86189,1,30
1936,CHINA ,86,1,30
1937,CHRISTMAS ISLAND ,6189164,13,1600
1938,CHRISTMAS ISLAND ,61891006,13,1600
1939,CHRISTMAS ISLAND ,61891007,13,1600
1940,CHRISTMAS ISLAND ,61891008,13,1600
1941,COCOS ISLANDS ,6189162,13,1600
1942,COCOS ISLANDS ,61891010,13,1600
1943,COCOS ISLANDS ,61891011,13,1600
1944,COCOS ISLANDS ,61891012,13,1600
1945,COLOMBIA ,57532,4,60
1946,COLOMBIA ,57533,4,60
1947,COLOMBIA ,57534,4,60
1948,COLOMBIA ,57535,4,60
1949,COLOMBIA ,57536,4,60
1950,COLOMBIA ,57537,4,60
1951,COLOMBIA ,57538,4,60
1952,COLOMBIA ,575300,4,60
1953,COLOMBIA ,575301,4,60
1954,COLOMBIA ,575302,4,60
1955,COLOMBIA ,575303,4,60
1956,COLOMBIA ,575304,4,60
1957,COLOMBIA ,575316,4,60
1958,COLOMBIA ,575390,4,60
1959,COLOMBIA ,575391,4,60
1960,COLOMBIA ,575392,4,60
1961,COLOMBIA ,575393,4,60
1962,COLOMBIA ,5753193,4,60
1963,COLOMBIA ,5753194,4,60
1964,COLOMBIA ,5753195,4,60
1965,COLOMBIA ,5753196,4,60
1966,COLOMBIA ,5753197,4,60
1967,COLOMBIA ,5753198,4,60
1968,COLOMBIA ,5753199,4,60
1969,COLOMBIA ,5759093,4,60
1970,COLOMBIA ,5759098,4,60
1971,COLOMBIA ,5759124,4,60
1972,COLOMBIA ,5759125,4,60
1973,COLOMBIA ,57591106,4,60
1974,COLOMBIA ,5712,4,60
1975,COLOMBIA ,5713,4,60
1976,COLOMBIA ,5714,4,60
1977,COLOMBIA ,5715,4,60
1978,COLOMBIA ,5716,4,60
1979,COLOMBIA ,5717,4,60
1980,COLOMBIA ,571800,4,60
1981,COLOMBIA ,571801,4,60
1982,COLOMBIA ,571802,4,60
1983,COLOMBIA ,571803,4,60
1984,COLOMBIA ,571804,4,60
1985,COLOMBIA ,571805,4,60
1986,COLOMBIA ,571806,4,60
1987,COLOMBIA ,571807,4,60
1988,COLOMBIA ,571810,4,60
1989,COLOMBIA ,571811,4,60
1990,COLOMBIA ,571812,4,60
1991,COLOMBIA ,571813,4,60
1992,COLOMBIA ,571814,4,60
1993,COLOMBIA ,571817,4,60
1994,COLOMBIA ,571818,4,60
1995,COLOMBIA ,571907,4,60
1996,COLOMBIA ,571910,4,60
1997,COLOMBIA ,571911,4,60
1998,COLOMBIA ,571912,4,60
1999,COLOMBIA ,571916,4,60
2000,COLOMBIA ,571920,4,60
2001,COLOMBIA ,5718210,4,60
2002,COLOMBIA ,5718211,4,60
2003,COLOMBIA ,5718212,4,60
2004,COLOMBIA ,5718213,4,60
2005,COLOMBIA ,5718214,4,60
2006,COLOMBIA ,5718400,4,60
2007,COLOMBIA ,5718401,4,60
2008,COLOMBIA ,5719091,4,60
2009,COLOMBIA ,5719092,4,60
2010,COLOMBIA ,5719093,4,60
2011,COLOMBIA ,5719099,4,60
2012,COLOMBIA ,5719130,4,60
2013,COLOMBIA ,5719131,4,60
2014,COLOMBIA ,5719132,4,60
2015,COLOMBIA ,5719133,4,60
2016,COLOMBIA ,5719134,4,60
2017,COLOMBIA ,5719135,4,60
2018,COLOMBIA ,5719136,4,60
2019,COLOMBIA ,5719137,4,60
2020,COLOMBIA ,5719138,4,60
2021,COLOMBIA ,5719210,4,60
2022,COLOMBIA ,5719220,4,60
2023,COLOMBIA ,5719221,4,60
2024,COLOMBIA ,57180843,4,60
2025,COLOMBIA ,57193139,4,60
2026,COLOMBIA ,57193172,4,60
2027,COLOMBIA ,57193173,4,60
2028,COLOMBIA ,57193174,4,60
2029,COLOMBIA ,57193175,4,60
2030,COLOMBIA ,57193176,4,60
2031,COLOMBIA ,57193177,4,60
2032,COLOMBIA ,57193178,4,60
2033,COLOMBIA ,57193179,4,60
2034,COLOMBIA ,5724,4,60
2035,COLOMBIA ,57231,4,60
2036,COLOMBIA ,57232,4,60
2037,COLOMBIA ,57233,4,60
2038,COLOMBIA ,57239,4,60
2039,COLOMBIA ,57250,4,60
2040,COLOMBIA ,57251,4,60
2041,COLOMBIA ,57252,4,60
2042,COLOMBIA ,57253,4,60
2043,COLOMBIA ,57254,4,60
2044,COLOMBIA ,57255,4,60
2045,COLOMBIA ,57260,4,60
2046,COLOMBIA ,57261,4,60
2047,COLOMBIA ,57262,4,60
2048,COLOMBIA ,57263,4,60
2049,COLOMBIA ,57264,4,60
2050,COLOMBIA ,57265,4,60
2051,COLOMBIA ,57266,4,60
2052,COLOMBIA ,57267,4,60
2053,COLOMBIA ,57268,4,60
2054,COLOMBIA ,57288,4,60
2055,COLOMBIA ,57289,4,60
2056,COLOMBIA ,572370,4,60
2057,COLOMBIA ,572371,4,60
2058,COLOMBIA ,572372,4,60
2059,COLOMBIA ,572373,4,60
2060,COLOMBIA ,572374,4,60
2061,COLOMBIA ,572375,4,60
2062,COLOMBIA ,572380,4,60
2063,COLOMBIA ,5723760,4,60
2064,COLOMBIA ,5723761,4,60
2065,COLOMBIA ,5723762,4,60
2066,COLOMBIA ,5723810,4,60
2067,COLOMBIA ,5723811,4,60
2068,COLOMBIA ,5723812,4,60
2069,COLOMBIA ,5723813,4,60
2070,COLOMBIA ,57290910,4,60
2071,COLOMBIA ,57290911,4,60
2072,COLOMBIA ,57290912,4,60
2073,COLOMBIA ,57290913,4,60
2074,COLOMBIA ,57290914,4,60
2075,COLOMBIA ,57290915,4,60
2076,COLOMBIA ,57290916,4,60
2077,COLOMBIA ,57290920,4,60
2078,COLOMBIA ,57290921,4,60
2079,COLOMBIA ,57290922,4,60
2080,COLOMBIA ,57292040,4,60
2081,COLOMBIA ,57292041,4,60
2082,COLOMBIA ,57292042,4,60
2083,COLOMBIA ,57292043,4,60
2084,COLOMBIA ,57292300,4,60
2085,COLOMBIA ,57292301,4,60
2086,COLOMBIA ,57292302,4,60
2087,COLOMBIA ,57292850,4,60
2088,COLOMBIA ,5742,4,60
2089,COLOMBIA ,5743,4,60
2090,COLOMBIA ,5744,4,60
2091,COLOMBIA ,5745,4,60
2092,COLOMBIA ,574604,4,60
2093,COLOMBIA ,574913,4,60
2094,COLOMBIA ,5746050,4,60
2095,COLOMBIA ,5746051,4,60
2096,COLOMBIA ,5746052,4,60
2097,COLOMBIA ,5746053,4,60
2098,COLOMBIA ,5746054,4,60
2099,COLOMBIA ,5748426,4,60
2100,COLOMBIA ,5748500,4,60
2101,COLOMBIA ,5748501,4,60
2102,COLOMBIA ,5748506,4,60
2103,COLOMBIA ,5748510,4,60
2104,COLOMBIA ,5748511,4,60
2105,COLOMBIA ,5748720,4,60
2106,COLOMBIA ,5748721,4,60
2107,COLOMBIA ,5748722,4,60
2108,COLOMBIA ,5748723,4,60
2109,COLOMBIA ,5748724,4,60
2110,COLOMBIA ,5748725,4,60
2111,COLOMBIA ,5748726,4,60
2112,COLOMBIA ,5748727,4,60
2113,COLOMBIA ,5749092,4,60
2114,COLOMBIA ,5749140,4,60
2115,COLOMBIA ,5749141,4,60
2116,COLOMBIA ,5749142,4,60
2117,COLOMBIA ,5749143,4,60
2118,COLOMBIA ,5749144,4,60
2119,COLOMBIA ,5749145,4,60
2120,COLOMBIA ,5749146,4,60
2121,COLOMBIA ,5749172,4,60
2122,COLOMBIA ,5749173,4,60
2123,COLOMBIA ,5749225,4,60
2124,COLOMBIA ,5749226,4,60
2125,COLOMBIA ,5749227,4,60
2126,COLOMBIA ,5749256,4,60
2127,COLOMBIA ,5749257,4,60
2128,COLOMBIA ,57491100,4,60
2129,COLOMBIA ,57310,4,60
2130,COLOMBIA ,57311,4,60
2131,COLOMBIA ,57312,4,60
2132,COLOMBIA ,57313,4,60
2133,COLOMBIA ,57314,4,60
2134,COLOMBIA ,57320,4,60
2135,COLOMBIA ,57321,4,60
2136,COLOMBIA ,57315,4,60
2137,COLOMBIA ,57316,4,60
2138,COLOMBIA ,57317,4,60
2139,COLOMBIA ,57318,4,60
2140,COLOMBIA ,5730,4,60
2141,COLOMBIA ,572270,4,60
2142,COLOMBIA ,572271,4,60
2143,COLOMBIA ,572272,4,60
2144,COLOMBIA ,572273,4,60
2145,COLOMBIA ,572274,4,60
2146,COLOMBIA ,572275,4,60
2147,COLOMBIA ,572281,4,60
2148,COLOMBIA ,572287,4,60
2149,COLOMBIA ,5722624,4,60
2150,COLOMBIA ,5722660,4,60
2151,COLOMBIA ,5722683,4,60
2152,COLOMBIA ,5722684,4,60
2153,COLOMBIA ,5722689,4,60
2154,COLOMBIA ,5722760,4,60
2155,COLOMBIA ,5722761,4,60
2156,COLOMBIA ,5722762,4,60
2157,COLOMBIA ,5722800,4,60
2158,COLOMBIA ,5722801,4,60
2159,COLOMBIA ,5722807,4,60
2160,COLOMBIA ,5722808,4,60
2161,COLOMBIA ,5722809,4,60
2162,COLOMBIA ,5722830,4,60
2163,COLOMBIA ,5722869,4,60
2164,COLOMBIA ,57226990,4,60
2165,COLOMBIA ,57226991,4,60
2166,COLOMBIA ,57226992,4,60
2167,COLOMBIA ,57226993,4,60
2168,COLOMBIA ,57226994,4,60
2169,COLOMBIA ,57228310,4,60
2170,COLOMBIA ,57228311,4,60
2171,COLOMBIA ,57228312,4,60
2172,COLOMBIA ,57292900,4,60
2173,COLOMBIA ,57292901,4,60
2174,COLOMBIA ,57292920,4,60
2175,COLOMBIA ,57292921,4,60
2176,COLOMBIA ,57292922,4,60
2177,COLOMBIA ,57632,4,60
2178,COLOMBIA ,576311,4,60
2179,COLOMBIA ,576312,4,60
2180,COLOMBIA ,576313,4,60
2181,COLOMBIA ,576314,4,60
2182,COLOMBIA ,576315,4,60
2183,COLOMBIA ,576316,4,60
2184,COLOMBIA ,576317,4,60
2185,COLOMBIA ,576318,4,60
2186,COLOMBIA ,576319,4,60
2187,COLOMBIA ,576330,4,60
2188,COLOMBIA ,576331,4,60
2189,COLOMBIA ,576332,4,60
2190,COLOMBIA ,576333,4,60
2191,COLOMBIA ,576334,4,60
2192,COLOMBIA ,576335,4,60
2193,COLOMBIA ,576336,4,60
2194,COLOMBIA ,576337,4,60
2195,COLOMBIA ,576338,4,60
2196,COLOMBIA ,5763390,4,60
2197,COLOMBIA ,5763391,4,60
2198,COLOMBIA ,5763515,4,60
2199,COLOMBIA ,5763516,4,60
2200,COLOMBIA ,5769093,4,60
2201,COLOMBIA ,5769169,4,60
2202,COLOMBIA ,5769170,4,60
2203,COLOMBIA ,57691682,4,60
2204,COLOMBIA ,57691683,4,60
2205,COLOMBIA ,57691684,4,60
2206,COLOMBIA ,57691685,4,60
2207,COLOMBIA ,57691686,4,60
2208,COLOMBIA ,57691687,4,60
2209,COLOMBIA ,57691688,4,60
2210,COLOMBIA ,57691689,4,60
2211,COLOMBIA ,57,4,60
2212,COMOROS ,2693,10,250
2213,COMOROS ,2694,10,250
2214,COMOROS ,269,10,250
2215,CONGO ,24205,10,250
2216,CONGO ,24201,10,250
2217,CONGO ,242800,10,250
2218,CONGO ,24206,10,250
2219,CONGO ,24204,10,250
2220,CONGO ,242,10,250
2221,COOK ISLANDS ,6825,13,1600
2222,COOK ISLANDS ,6827,13,1600
2223,COOK ISLANDS ,6826,13,1600
2224,COOK ISLANDS ,682,13,1600
2225,COSTA RICA ,5068,4,60
2226,COSTA RICA ,506,4,60
2227,COTE DIVOIRE ,225200,9,175
2228,COTE DIVOIRE ,225210,9,175
2229,COTE DIVOIRE ,225220,9,175
2230,COTE DIVOIRE ,225230,9,175
2231,COTE DIVOIRE ,225240,9,175
2232,COTE DIVOIRE ,225300,9,175
2233,COTE DIVOIRE ,225310,9,175
2234,COTE DIVOIRE ,225320,9,175
2235,COTE DIVOIRE ,225330,9,175
2236,COTE DIVOIRE ,225340,9,175
2237,COTE DIVOIRE ,225350,9,175
2238,COTE DIVOIRE ,225360,9,175
2239,COTE DIVOIRE ,225202,9,175
2240,COTE DIVOIRE ,225203,9,175
2241,COTE DIVOIRE ,225212,9,175
2242,COTE DIVOIRE ,225213,9,175
2243,COTE DIVOIRE ,225215,9,175
2244,COTE DIVOIRE ,225217,9,175
2245,COTE DIVOIRE ,225224,9,175
2246,COTE DIVOIRE ,225225,9,175
2247,COTE DIVOIRE ,225234,9,175
2248,COTE DIVOIRE ,225235,9,175
2249,COTE DIVOIRE ,225243,9,175
2250,COTE DIVOIRE ,225244,9,175
2251,COTE DIVOIRE ,225245,9,175
2252,COTE DIVOIRE ,225306,9,175
2253,COTE DIVOIRE ,225316,9,175
2254,COTE DIVOIRE ,225319,9,175
2255,COTE DIVOIRE ,225327,9,175
2256,COTE DIVOIRE ,225337,9,175
2257,COTE DIVOIRE ,225347,9,175
2258,COTE DIVOIRE ,225359,9,175
2259,COTE DIVOIRE ,225368,9,175
2260,COTE DIVOIRE ,22569,9,175
2261,COTE DIVOIRE ,22565,9,175
2262,COTE DIVOIRE ,22566,9,175
2263,COTE DIVOIRE ,22560,9,175
2264,COTE DIVOIRE ,22561,9,175
2265,COTE DIVOIRE ,22501,9,175
2266,COTE DIVOIRE ,22502,9,175
2267,COTE DIVOIRE ,22503,9,175
2268,COTE DIVOIRE ,22540,9,175
2269,COTE DIVOIRE ,22541,9,175
2270,COTE DIVOIRE ,22542,9,175
2271,COTE DIVOIRE ,22543,9,175
2272,COTE DIVOIRE ,22551,9,175
2273,COTE DIVOIRE ,22552,9,175
2274,COTE DIVOIRE ,22553,9,175
2275,COTE DIVOIRE ,22571,9,200
2276,COTE DIVOIRE ,22572,9,200
2277,COTE DIVOIRE ,22573,9,200
2278,COTE DIVOIRE ,22504,9,175
2279,COTE DIVOIRE ,22505,9,175
2280,COTE DIVOIRE ,22506,9,175
2281,COTE DIVOIRE ,22544,9,175
2282,COTE DIVOIRE ,22545,9,175
2283,COTE DIVOIRE ,22546,9,175
2284,COTE DIVOIRE ,22554,9,175
2285,COTE DIVOIRE ,22555,9,175
2286,COTE DIVOIRE ,22556,9,175
2287,COTE DIVOIRE ,22564,9,175
2288,COTE DIVOIRE ,22574,9,175
2289,COTE DIVOIRE ,22575,9,175
2290,COTE DIVOIRE ,22576,9,175
2291,COTE DIVOIRE ,22584,9,175
2292,COTE DIVOIRE ,22585,9,175
2293,COTE DIVOIRE ,22586,9,175
2294,COTE DIVOIRE ,22507,9,175
2295,COTE DIVOIRE ,22508,9,175
2296,COTE DIVOIRE ,22509,9,175
2297,COTE DIVOIRE ,22547,9,175
2298,COTE DIVOIRE ,22548,9,175
2299,COTE DIVOIRE ,22549,9,175
2300,COTE DIVOIRE ,22557,9,175
2301,COTE DIVOIRE ,22558,9,175
2302,COTE DIVOIRE ,22559,9,175
2303,COTE DIVOIRE ,22567,9,175
2304,COTE DIVOIRE ,22568,9,175
2305,COTE DIVOIRE ,22577,9,175
2306,COTE DIVOIRE ,22578,9,175
2307,COTE DIVOIRE ,22579,9,175
2308,COTE DIVOIRE ,22587,9,175
2309,COTE DIVOIRE ,22588,9,175
2310,COTE DIVOIRE ,22589,9,175
2311,COTE DIVOIRE ,225,9,175
2312,COTE DIVOIRE ,2252170,9,175
2313,COTE DIVOIRE ,2252179,9,175
2314,COTE DIVOIRE ,22590409,9,200
2315,CROATIA ,38591,9,200
2316,CROATIA ,38592,9,200
2317,CROATIA ,38595,9,200
2318,CROATIA ,38597,9,200
2319,CROATIA ,38598,9,200
2320,CROATIA ,38599,9,200
2321,CROATIA ,385,9,200
2322,CUBA ,5399,12,700
2323,CUBA ,535,12,700
2324,CUBA ,53775,12,700
2325,CUBA ,5359,12,700
2326,CUBA ,53,12,700
2327,CYPRUS ,35797,5,75
2328,CYPRUS ,35799,5,75
2329,CYPRUS ,35712397,5,75
2330,CYPRUS ,35712399,5,75
2331,CYPRUS ,35796,5,75
2332,CYPRUS ,35712196,5,75
2333,CYPRUS ,35795,5,75
2334,CYPRUS ,35712295,5,75
2335,CYPRUS ,357,5,75
2336,CZECH REPUBLIC ,42072,7,130
2337,CZECH REPUBLIC ,42073,7,130
2338,CZECH REPUBLIC ,42077,7,130
2339,CZECH REPUBLIC ,42079,7,130
2340,CZECH REPUBLIC ,42093,7,130
2341,CZECH REPUBLIC ,42096,7,130
2342,CZECH REPUBLIC ,420601,7,130
2343,CZECH REPUBLIC ,420602,7,130
2344,CZECH REPUBLIC ,420603,7,130
2345,CZECH REPUBLIC ,420604,7,130
2346,CZECH REPUBLIC ,420605,7,130
2347,CZECH REPUBLIC ,420606,7,130
2348,CZECH REPUBLIC ,420607,7,130
2349,CZECH REPUBLIC ,420608,7,130
2350,CZECH REPUBLIC ,420702,7,130
2351,CZECH REPUBLIC ,420703,7,130
2352,CZECH REPUBLIC ,420704,7,130
2353,CZECH REPUBLIC ,420705,7,130
2354,CZECH REPUBLIC ,420,10,250
2355,DEMOCRATIC REPUBLIC OF CONGO ,24390,9,200
2356,DEMOCRATIC REPUBLIC OF CONGO ,24391,9,200
2357,DEMOCRATIC REPUBLIC OF CONGO ,24366,9,200
2358,DEMOCRATIC REPUBLIC OF CONGO ,24313,9,200
2359,DEMOCRATIC REPUBLIC OF CONGO ,24397,9,200
2360,DEMOCRATIC REPUBLIC OF CONGO ,24398,9,200
2361,DEMOCRATIC REPUBLIC OF CONGO ,24399,9,200
2362,DEMOCRATIC REPUBLIC OF CONGO ,24384,9,200
2363,DEMOCRATIC REPUBLIC OF CONGO ,24385,9,200
2364,DEMOCRATIC REPUBLIC OF CONGO ,24377,9,200
2365,DEMOCRATIC REPUBLIC OF CONGO ,24378,9,200
2366,DEMOCRATIC REPUBLIC OF CONGO ,24386,9,200
2367,DEMOCRATIC REPUBLIC OF CONGO ,24387,9,200
2368,DEMOCRATIC REPUBLIC OF CONGO ,24388,9,200
2369,DEMOCRATIC REPUBLIC OF CONGO ,24380,9,200
2370,DEMOCRATIC REPUBLIC OF CONGO ,24389,9,200
2371,DEMOCRATIC REPUBLIC OF CONGO ,24381,9,200
2372,DEMOCRATIC REPUBLIC OF CONGO ,24382,9,200
2373,DEMOCRATIC REPUBLIC OF CONGO ,243,9,200
2374,DENMARK ,453,1,30
2375,DENMARK ,45311,1,30
2376,DENMARK ,45312,1,30
2377,DENMARK ,45314,1,30
2378,DENMARK ,45315,1,30
2379,DENMARK ,45316,1,30
2380,DENMARK ,45317,1,30
2381,DENMARK ,45535,1,30
2382,DENMARK ,45536,1,30
2383,DENMARK ,45537,1,30
2384,DENMARK ,45538,1,30
2385,DENMARK ,453130,1,30
2386,DENMARK ,453132,1,30
2387,DENMARK ,453133,1,30
2388,DENMARK ,453134,1,30
2389,DENMARK ,453135,1,30
2390,DENMARK ,453136,1,30
2391,DENMARK ,453137,1,30
2392,DENMARK ,453138,1,30
2393,DENMARK ,453139,1,30
2394,DENMARK ,454261,1,30
2395,DENMARK ,454262,1,30
2396,DENMARK ,454263,1,30
2397,DENMARK ,454264,1,30
2398,DENMARK ,454265,1,30
2399,DENMARK ,454266,1,30
2400,DENMARK ,454267,1,30
2401,DENMARK ,454268,1,30
2402,DENMARK ,454269,1,30
2403,DENMARK ,454271,1,30
2404,DENMARK ,454272,1,30
2405,DENMARK ,454273,1,30
2406,DENMARK ,454274,1,30
2407,DENMARK ,454291,1,30
2408,DENMARK ,454292,1,30
2409,DENMARK ,454294,1,30
2410,DENMARK ,454295,1,30
2411,DENMARK ,455211,1,30
2412,DENMARK ,455212,1,30
2413,DENMARK ,456051,1,30
2414,DENMARK ,456052,1,30
2415,DENMARK ,456053,1,30
2416,DENMARK ,456054,1,30
2417,DENMARK ,456055,1,30
2418,DENMARK ,456056,1,30
2419,DENMARK ,456057,1,30
2420,DENMARK ,456058,1,30
2421,DENMARK ,456059,1,30
2422,DENMARK ,4531310,1,30
2423,DENMARK ,4531311,1,30
2424,DENMARK ,4531313,1,30
2425,DENMARK ,4531314,1,30
2426,DENMARK ,4531315,1,30
2427,DENMARK ,4531316,1,30
2428,DENMARK ,4531317,1,30
2429,DENMARK ,4531318,1,30
2430,DENMARK ,4531319,1,30
2431,DENMARK ,45201,1,30
2432,DENMARK ,45202,1,30
2433,DENMARK ,45203,1,30
2434,DENMARK ,45204,1,30
2435,DENMARK ,45205,1,30
2436,DENMARK ,45211,1,30
2437,DENMARK ,45212,1,30
2438,DENMARK ,45213,1,30
2439,DENMARK ,45214,1,30
2440,DENMARK ,45215,1,30
2441,DENMARK ,45216,1,30
2442,DENMARK ,45217,1,30
2443,DENMARK ,45218,1,30
2444,DENMARK ,45219,1,30
2445,DENMARK ,45231,1,30
2446,DENMARK ,45232,1,30
2447,DENMARK ,45233,1,30
2448,DENMARK ,45234,1,30
2449,DENMARK ,45235,1,30
2450,DENMARK ,45236,1,30
2451,DENMARK ,45237,1,30
2452,DENMARK ,45238,1,30
2453,DENMARK ,45241,1,30
2454,DENMARK ,45242,1,30
2455,DENMARK ,45243,1,30
2456,DENMARK ,45244,1,30
2457,DENMARK ,45245,1,30
2458,DENMARK ,45246,1,30
2459,DENMARK ,45247,1,30
2460,DENMARK ,45248,1,30
2461,DENMARK ,45249,1,30
2462,DENMARK ,45291,1,30
2463,DENMARK ,45292,1,30
