id,country,code,zone,rate
8851,PERU ,5195925,7,130
8852,PERU ,5195926,7,130
8853,PERU ,5195927,7,130
8854,PERU ,5196184,7,130
8855,PERU ,5196185,7,130
8856,PERU ,5196370,7,130
8857,PERU ,5196371,7,130
8858,PERU ,5196372,7,130
8859,PERU ,5196373,7,130
8860,PERU ,5196374,7,130
8861,PERU ,5196375,7,130
8862,PERU ,5196530,7,130
8863,PERU ,5196531,7,130
8864,PERU ,5196532,7,130
8865,PERU ,5196533,7,130
8866,PERU ,5196534,7,130
8867,PERU ,5196535,7,130
8868,PERU ,5196536,7,130
8869,PERU ,5196537,7,130
8870,PERU ,5196538,7,130
8871,PERU ,5196640,7,130
8872,PERU ,5196641,7,130
8873,PERU ,5196642,7,130
8874,PERU ,5196643,7,130
8875,PERU ,5196644,7,130
8876,PERU ,5196770,7,130
8877,PERU ,5196771,7,130
8878,PERU ,5196772,7,130
8879,PERU ,5196773,7,130
8880,PERU ,5196774,7,130
8881,PERU ,5196775,7,130
8882,PERU ,5196776,7,130
8883,PERU ,5196830,7,130
8884,PERU ,5196831,7,130
8885,PERU ,5196832,7,130
8886,PERU ,5197270,7,130
8887,PERU ,5197271,7,130
8888,PERU ,5197272,7,130
8889,PERU ,5197273,7,130
8890,PERU ,5197274,7,130
8891,PERU ,5197440,7,130
8892,PERU ,5197441,7,130
8893,PERU ,5197442,7,130
8894,PERU ,5197443,7,130
8895,PERU ,5197444,7,130
8896,PERU ,5197445,7,130
8897,PERU ,5197446,7,130
8898,PERU ,5197860,7,130
8899,PERU ,5198230,7,130
8900,PERU ,5198231,7,130
8901,PERU ,5198232,7,130
8902,PERU ,5198233,7,130
8903,PERU ,5198234,7,130
8904,PERU ,5198235,7,130
8905,PERU ,5198236,7,130
8906,PERU ,5198237,7,130
8907,PERU ,5198238,7,130
8908,PERU ,5198330,7,130
8909,PERU ,5198331,7,130
8910,PERU ,51945,7,130
8911,PERU ,51971,7,130
8912,PERU ,51985,7,130
8913,PERU ,51988,7,130
8914,PERU ,51990,7,130
8915,PERU ,51995,7,130
8916,PERU ,51996,7,130
8917,PERU ,51999,7,130
8918,PERU ,519419,7,130
8919,PERU ,519420,7,130
8920,PERU ,519421,7,130
8921,PERU ,519424,7,130
8922,PERU ,519426,7,130
8923,PERU ,519428,7,130
8924,PERU ,519429,7,130
8925,PERU ,519430,7,130
8926,PERU ,519431,7,130
8927,PERU ,519432,7,130
8928,PERU ,519434,7,130
8929,PERU ,519436,7,130
8930,PERU ,519438,7,130
8931,PERU ,519439,7,130
8932,PERU ,519444,7,130
8933,PERU ,519446,7,130
8934,PERU ,519449,7,130
8935,PERU ,519474,7,130
8936,PERU ,519475,7,130
8937,PERU ,519476,7,130
8938,PERU ,519478,7,130
8939,PERU ,519479,7,130
8940,PERU ,519481,7,130
8941,PERU ,519484,7,130
8942,PERU ,519485,7,130
8943,PERU ,519486,7,130
8944,PERU ,519488,7,130
8945,PERU ,519489,7,130
8946,PERU ,519494,7,130
8947,PERU ,519495,7,130
8948,PERU ,519496,7,130
8949,PERU ,519498,7,130
8950,PERU ,519499,7,130
8951,PERU ,519500,7,130
8952,PERU ,519504,7,130
8953,PERU ,519505,7,130
8954,PERU ,519506,7,130
8955,PERU ,519508,7,130
8956,PERU ,519509,7,130
8957,PERU ,519510,7,130
8958,PERU ,519514,7,130
8959,PERU ,519515,7,130
8960,PERU ,519516,7,130
8961,PERU ,519518,7,130
8962,PERU ,519519,7,130
8963,PERU ,519520,7,130
8964,PERU ,519522,7,130
8965,PERU ,519526,7,130
8966,PERU ,519528,7,130
8967,PERU ,519529,7,130
8968,PERU ,519536,7,130
8969,PERU ,519539,7,130
8970,PERU ,519540,7,130
8971,PERU ,519546,7,130
8972,PERU ,519548,7,130
8973,PERU ,519549,7,130
8974,PERU ,519556,7,130
8975,PERU ,519558,7,130
8976,PERU ,519559,7,130
8977,PERU ,519560,7,130
8978,PERU ,519561,7,130
8979,PERU ,519564,7,130
8980,PERU ,519565,7,130
8981,PERU ,519566,7,130
8982,PERU ,519568,7,130
8983,PERU ,519569,7,130
8984,PERU ,519574,7,130
8985,PERU ,519575,7,130
8986,PERU ,519576,7,130
8987,PERU ,519578,7,130
8988,PERU ,519579,7,130
8989,PERU ,519585,7,130
8990,PERU ,519586,7,130
8991,PERU ,519588,7,130
8992,PERU ,519590,7,130
8993,PERU ,519594,7,130
8994,PERU ,519595,7,130
8995,PERU ,519596,7,130
8996,PERU ,519598,7,130
8997,PERU ,519599,7,130
8998,PERU ,519610,7,130
8999,PERU ,519615,7,130
9000,PERU ,519616,7,130
9001,PERU ,519619,7,130
9002,PERU ,519625,7,130
9003,PERU ,519626,7,130
9004,PERU ,519628,7,130
9005,PERU ,519629,7,130
9006,PERU ,519636,7,130
9007,PERU ,519640,7,130
9008,PERU ,519644,7,130
9009,PERU ,519645,7,130
9010,PERU ,519646,7,130
9011,PERU ,519647,7,130
9012,PERU ,519648,7,130
9013,PERU ,519649,7,130
9014,PERU ,519650,7,130
9015,PERU ,519656,7,130
9016,PERU ,519658,7,130
9017,PERU ,519659,7,130
9018,PERU ,519661,7,130
9019,PERU ,519665,7,130
9020,PERU ,519666,7,130
9021,PERU ,519668,7,130
9022,PERU ,519669,7,130
9023,PERU ,519680,7,130
9024,PERU ,519681,7,130
9025,PERU ,519684,7,130
9026,PERU ,519685,7,130
9027,PERU ,519686,7,130
9028,PERU ,519688,7,130
9029,PERU ,519689,7,130
9030,PERU ,519690,7,130
9031,PERU ,519691,7,130
9032,PERU ,519692,7,130
9033,PERU ,519694,7,130
9034,PERU ,519695,7,130
9035,PERU ,519696,7,130
9036,PERU ,519698,7,130
9037,PERU ,519699,7,130
9038,PERU ,519700,7,130
9039,PERU ,519726,7,130
9040,PERU ,519728,7,130
9041,PERU ,519729,7,130
9042,PERU ,519738,7,130
9043,PERU ,519739,7,130
9044,PERU ,519749,7,130
9045,PERU ,519750,7,130
9046,PERU ,519751,7,130
9047,PERU ,519752,7,130
9048,PERU ,519753,7,130
9049,PERU ,519754,7,130
9050,PERU ,519755,7,130
9051,PERU ,519756,7,130
9052,PERU ,519757,7,130
9053,PERU ,519760,7,130
9054,PERU ,519761,7,130
9055,PERU ,519764,7,130
9056,PERU ,519765,7,130
9057,PERU ,519766,7,130
9058,PERU ,519767,7,130
9059,PERU ,519768,7,130
9060,PERU ,519769,7,130
9061,PERU ,519780,7,130
9062,PERU ,519781,7,130
9063,PERU ,519784,7,130
9064,PERU ,519785,7,130
9065,PERU ,519788,7,130
9066,PERU ,519789,7,130
9067,PERU ,519790,7,130
9068,PERU ,519791,7,130
9069,PERU ,519792,7,130
9070,PERU ,519794,7,130
9071,PERU ,519795,7,130
9072,PERU ,519796,7,130
9073,PERU ,519798,7,130
9074,PERU ,519799,7,130
9075,PERU ,519801,7,130
9076,PERU ,519802,7,130
9077,PERU ,519803,7,130
9078,PERU ,519816,7,130
9079,PERU ,519817,7,130
9080,PERU ,519818,7,130
9081,PERU ,519819,7,130
9082,PERU ,519836,7,130
9083,PERU ,519839,7,130
9084,PERU ,519840,7,130
9085,PERU ,519845,7,130
9086,PERU ,519846,7,130
9087,PERU ,519848,7,130
9088,PERU ,519849,7,130
9089,PERU ,519944,7,130
9090,PERU ,519945,7,130
9091,PERU ,519980,7,130
9092,PERU ,519984,7,130
9093,PERU ,519985,7,130
9094,PERU ,519986,7,130
9095,PERU ,519987,7,130
9096,PERU ,519988,7,130
9097,PERU ,519989,7,130
9098,PERU ,5194179,7,130
9099,PERU ,5194180,7,130
9100,PERU ,5194181,7,130
9101,PERU ,5194182,7,130
9102,PERU ,5194183,7,130
9103,PERU ,5194185,7,130
9104,PERU ,5194186,7,130
9105,PERU ,5194187,7,130
9106,PERU ,5194188,7,130
9107,PERU ,5194189,7,130
9108,PERU ,5194378,7,130
9109,PERU ,5194379,7,130
9110,PERU ,5194480,7,130
9111,PERU ,5194481,7,130
9112,PERU ,5194482,7,130
9113,PERU ,5194489,7,130
9114,PERU ,5194700,7,130
9115,PERU ,5194701,7,130
9116,PERU ,5194702,7,130
9117,PERU ,5194703,7,130
9118,PERU ,5194704,7,130
9119,PERU ,5194705,7,130
9120,PERU ,5194800,7,130
9121,PERU ,5194801,7,130
9122,PERU ,5194802,7,130
9123,PERU ,5194803,7,130
9124,PERU ,5194804,7,130
9125,PERU ,5194900,7,130
9126,PERU ,5194901,7,130
9127,PERU ,5194902,7,130
9128,PERU ,5194903,7,130
9129,PERU ,5194904,7,130
9130,PERU ,5194905,7,130
9131,PERU ,5194906,7,130
9132,PERU ,5194978,7,130
9133,PERU ,5194979,7,130
9134,PERU ,5195250,7,130
9135,PERU ,5195251,7,130
9136,PERU ,5195252,7,130
9137,PERU ,5195253,7,130
9138,PERU ,5195254,7,130
9139,PERU ,5195279,7,130
9140,PERU ,5195352,7,130
9141,PERU ,5195353,7,130
9142,PERU ,5195354,7,130
9143,PERU ,5195355,7,130
9144,PERU ,5195356,7,130
9145,PERU ,5195379,7,130
9146,PERU ,5195440,7,130
9147,PERU ,5195441,7,130
9148,PERU ,5195442,7,130
9149,PERU ,5195443,7,130
9150,PERU ,5195444,7,130
9151,PERU ,5195445,7,130
9152,PERU ,5195446,7,130
9153,PERU ,5195447,7,130
9154,PERU ,5195448,7,130
9155,PERU ,5195550,7,130
9156,PERU ,5195800,7,130
9157,PERU ,5195801,7,130
9158,PERU ,5195802,7,130
9159,PERU ,5195803,7,130
9160,PERU ,5195804,7,130
9161,PERU ,5195840,7,130
9162,PERU ,5195841,7,130
9163,PERU ,5195842,7,130
9164,PERU ,5195843,7,130
9165,PERU ,5195844,7,130
9166,PERU ,5195845,7,130
9167,PERU ,5195846,7,130
9168,PERU ,5195890,7,130
9169,PERU ,5195891,7,130
9170,PERU ,5195892,7,130
9171,PERU ,5195893,7,130
9172,PERU ,5195894,7,130
9173,PERU ,5195928,7,130
9174,PERU ,5195929,7,130
9175,PERU ,5196110,7,130
9176,PERU ,5196207,7,130
9177,PERU ,5196208,7,130
9178,PERU ,5196209,7,130
9179,PERU ,5196350,7,130
9180,PERU ,5196351,7,130
9181,PERU ,5196352,7,130
9182,PERU ,5196353,7,130
9183,PERU ,5196354,7,130
9184,PERU ,5196379,7,130
9185,PERU ,5196390,7,130
9186,PERU ,5196391,7,130
9187,PERU ,5196392,7,130
9188,PERU ,5196393,7,130
9189,PERU ,5196394,7,130
9190,PERU ,5196395,7,130
9191,PERU ,5196398,7,130
9192,PERU ,5196399,7,130
9193,PERU ,5196600,7,130
9194,PERU ,5196601,7,130
9195,PERU ,5196602,7,130
9196,PERU ,5196603,7,130
9197,PERU ,5196604,7,130
9198,PERU ,5196605,7,130
9199,PERU ,5196765,7,130
9200,PERU ,5196766,7,130
9201,PERU ,5196768,7,130
9202,PERU ,5196769,7,130
9203,PERU ,5196779,7,130
9204,PERU ,5196790,7,130
9205,PERU ,5196791,7,130
9206,PERU ,5196798,7,130
9207,PERU ,5196799,7,130
9208,PERU ,5196822,7,130
9209,PERU ,5196823,7,130
9210,PERU ,5196824,7,130
9211,PERU ,5196825,7,130
9212,PERU ,5196826,7,130
9213,PERU ,5196827,7,130
9214,PERU ,5196828,7,130
9215,PERU ,5196829,7,130
9216,PERU ,5196836,7,130
9217,PERU ,5196837,7,130
9218,PERU ,5196838,7,130
9219,PERU ,5196839,7,130
9220,PERU ,5197090,7,130
9221,PERU ,5197091,7,130
9222,PERU ,5197092,7,130
9223,PERU ,5197093,7,130
9224,PERU ,5197094,7,130
9225,PERU ,5197095,7,130
9226,PERU ,5197096,7,130
9227,PERU ,5197097,7,130
9228,PERU ,5197098,7,130
9229,PERU ,5197219,7,130
9230,PERU ,5197250,7,130
9231,PERU ,5197251,7,130
9232,PERU ,5197252,7,130
9233,PERU ,5197279,7,130
9234,PERU ,5197487,7,130
9235,PERU ,5197488,7,130
9236,PERU ,5197489,7,130
9237,PERU ,5197580,7,130
9238,PERU ,5197581,7,130
9239,PERU ,5197721,7,130
9240,PERU ,5197722,7,130
9241,PERU ,5197723,7,130
9242,PERU ,5197724,7,130
9243,PERU ,5197725,7,130
9244,PERU ,5197726,7,130
9245,PERU ,5197727,7,130
9246,PERU ,5197728,7,130
9247,PERU ,5197729,7,130
9248,PERU ,5197825,7,130
9249,PERU ,5197826,7,130
9250,PERU ,5197827,7,130
9251,PERU ,5197828,7,130
9252,PERU ,5197829,7,130
9253,PERU ,5198003,7,130
9254,PERU ,5198004,7,130
9255,PERU ,5198005,7,130
9256,PERU ,5198006,7,130
9257,PERU ,5198007,7,130
9258,PERU ,5198008,7,130
9259,PERU ,5198009,7,130
9260,PERU ,5198260,7,130
9261,PERU ,5198261,7,130
9262,PERU ,5198268,7,130
9263,PERU ,5198298,7,130
9264,PERU ,519810,7,130
9265,PERU ,519811,7,130
9266,PERU ,519812,7,130
9267,PERU ,519813,7,130
9268,PERU ,519814,7,130
9269,PERU ,519940,7,130
9270,PERU ,519941,7,130
9271,PERU ,519942,7,130
9272,PERU ,519981,7,130
9273,PERU ,519982,7,130
9274,PERU ,519983,7,130
9275,PERU ,5194410,7,130
9276,PERU ,5194710,7,130
9277,PERU ,5195010,7,130
9278,PERU ,5195210,7,130
9279,PERU ,5195310,7,130
9280,PERU ,5195420,7,130
9281,PERU ,5195510,7,130
9282,PERU ,5195710,7,130
9283,PERU ,5196820,7,130
9284,PERU ,5197010,7,130
9285,PERU ,5197210,7,130
9286,PERU ,5197410,7,130
9287,PERU ,5197820,7,130
9288,PERU ,5198000,7,130
9289,PERU ,5198001,7,130
9290,PERU ,5198002,7,130
9291,PERU ,5198150,7,130
9292,PERU ,5198151,7,130
9293,PERU ,5198152,7,130
9294,PERU ,5198153,7,130
9295,PERU ,5198154,7,130
9296,PERU ,51,7,130
9297,PERU ,5118,8,150
9298,PERU ,51418,8,150
9299,PERU ,51428,8,150
9300,PERU ,51438,8,150
9301,PERU ,51448,8,150
9302,PERU ,51518,8,150
9303,PERU ,51528,8,150
9304,PERU ,51538,8,150
9305,PERU ,51548,8,150
9306,PERU ,51568,8,150
9307,PERU ,51618,8,150
9308,PERU ,51628,8,150
9309,PERU ,51638,8,150
9310,PERU ,51648,8,150
9311,PERU ,51658,8,150
9312,PERU ,51668,8,150
9313,PERU ,51678,8,150
9314,PERU ,51728,8,150
9315,PERU ,51738,8,150
9316,PERU ,51748,8,150
9317,PERU ,51768,8,150
9318,PERU ,51828,8,150
9319,PERU ,51838,8,150
9320,PERU ,51848,8,150
9321,PHILIPPINES ,63238,5,75
9322,PHILIPPINES ,63241,5,75
9323,PHILIPPINES ,63243,5,75
9324,PHILIPPINES ,63248,5,75
9325,PHILIPPINES ,63249,5,75
9326,PHILIPPINES ,632220,5,75
9327,PHILIPPINES ,632221,5,75
9328,PHILIPPINES ,632222,5,75
9329,PHILIPPINES ,632223,5,75
9330,PHILIPPINES ,632224,5,75
9331,PHILIPPINES ,632225,5,75
9332,PHILIPPINES ,632226,5,75
9333,PHILIPPINES ,632227,5,75
9334,PHILIPPINES ,632228,5,75
9335,PHILIPPINES ,632261,5,75
9336,PHILIPPINES ,632262,5,75
9337,PHILIPPINES ,632263,5,75
9338,PHILIPPINES ,632264,5,75
9339,PHILIPPINES ,632265,5,75
9340,PHILIPPINES ,632266,5,75
9341,PHILIPPINES ,632377,5,75
9342,PHILIPPINES ,632378,5,75
9343,PHILIPPINES ,632379,5,75
9344,PHILIPPINES ,632390,5,75
9345,PHILIPPINES ,632391,5,75
9346,PHILIPPINES ,632392,5,75
9347,PHILIPPINES ,632393,5,75
9348,PHILIPPINES ,632394,5,75
9349,PHILIPPINES ,632406,5,75
9350,PHILIPPINES ,632407,5,75
9351,PHILIPPINES ,632408,5,75
9352,PHILIPPINES ,632409,5,75
9353,PHILIPPINES ,632427,5,75
9354,PHILIPPINES ,632428,5,75
9355,PHILIPPINES ,632440,5,75
9356,PHILIPPINES ,632443,5,75
9357,PHILIPPINES ,632444,5,75
9358,PHILIPPINES ,632445,5,75
9359,PHILIPPINES ,632446,5,75
9360,PHILIPPINES ,632447,5,75
9361,PHILIPPINES ,632448,5,75
9362,PHILIPPINES ,632449,5,75
9363,PHILIPPINES ,632450,5,75
9364,PHILIPPINES ,632453,5,75
9365,PHILIPPINES ,632454,5,75
9366,PHILIPPINES ,632455,5,75
9367,PHILIPPINES ,632456,5,75
9368,PHILIPPINES ,632466,5,75
9369,PHILIPPINES ,632467,5,75
9370,PHILIPPINES ,632468,5,75
9371,PHILIPPINES ,632469,5,75
9372,PHILIPPINES ,632473,5,75
9373,PHILIPPINES ,632474,5,75
9374,PHILIPPINES ,632963,5,75
9375,PHILIPPINES ,635248,5,75
9376,PHILIPPINES ,635249,5,75
9377,PHILIPPINES ,635444,5,75
9378,PHILIPPINES ,635445,5,75
9379,PHILIPPINES ,6332313,5,75
9380,PHILIPPINES ,6332314,5,75
9381,PHILIPPINES ,6332315,5,75
9382,PHILIPPINES ,6332323,5,75
9383,PHILIPPINES ,6333300,5,75
9384,PHILIPPINES ,6333301,5,75
9385,PHILIPPINES ,6333302,5,75
9386,PHILIPPINES ,6333303,5,75
9387,PHILIPPINES ,6333304,5,75
9388,PHILIPPINES ,6334300,5,75
9389,PHILIPPINES ,6334301,5,75
9390,PHILIPPINES ,6352400,5,75
9391,PHILIPPINES ,6352401,5,75
9392,PHILIPPINES ,6352402,5,75
9393,PHILIPPINES ,6352403,5,75
9394,PHILIPPINES ,6352404,5,75
9395,PHILIPPINES ,6352405,5,75
9396,PHILIPPINES ,6352406,5,75
9397,PHILIPPINES ,6352407,5,75
9398,PHILIPPINES ,6352408,5,75
9399,PHILIPPINES ,6352435,5,75
9400,PHILIPPINES ,6352436,5,75
9401,PHILIPPINES ,6352437,5,75
9402,PHILIPPINES ,6353321,5,75
9403,PHILIPPINES ,6353322,5,75
9404,PHILIPPINES ,6353323,5,75
9405,PHILIPPINES ,6353325,5,75
9406,PHILIPPINES ,6353327,5,75
9407,PHILIPPINES ,6353331,5,75
9408,PHILIPPINES ,6353332,5,75
9409,PHILIPPINES ,6353334,5,75
9410,PHILIPPINES ,6353335,5,75
9411,PHILIPPINES ,6353336,5,75
9412,PHILIPPINES ,6353337,5,75
9413,PHILIPPINES ,6353338,5,75
9414,PHILIPPINES ,6353341,5,75
9415,PHILIPPINES ,6353342,5,75
9416,PHILIPPINES ,6353343,5,75
9417,PHILIPPINES ,6353364,5,75
9418,PHILIPPINES ,6353381,5,75
9419,PHILIPPINES ,6353382,5,75
9420,PHILIPPINES ,6354400,5,75
9421,PHILIPPINES ,6354401,5,75
9422,PHILIPPINES ,6354402,5,75
9423,PHILIPPINES ,6354403,5,75
9424,PHILIPPINES ,6354404,5,75
9425,PHILIPPINES ,6354405,5,75
9426,PHILIPPINES ,6354406,5,75
9427,PHILIPPINES ,6354407,5,75
9428,PHILIPPINES ,6354408,5,75
9429,PHILIPPINES ,6354470,5,75
9430,PHILIPPINES ,6354471,5,75
9431,PHILIPPINES ,6354472,5,75
9432,PHILIPPINES ,6354473,5,75
9433,PHILIPPINES ,6354474,5,75
9434,PHILIPPINES ,6354475,5,75
9435,PHILIPPINES ,6354476,5,75
9436,PHILIPPINES ,6354477,5,75
9437,PHILIPPINES ,6354478,5,75
9438,PHILIPPINES ,6354495,5,75
9439,PHILIPPINES ,6354496,5,75
9440,PHILIPPINES ,6354497,5,75
9441,PHILIPPINES ,6354498,5,75
9442,PHILIPPINES ,6354499,5,75
9443,PHILIPPINES ,6355251,5,75
9444,PHILIPPINES ,6355252,5,75
9445,PHILIPPINES ,6355261,5,75
9446,PHILIPPINES ,6355271,5,75
9447,PHILIPPINES ,6355276,5,75
9448,PHILIPPINES ,6356420,5,75
9449,PHILIPPINES ,6356421,5,75
9450,PHILIPPINES ,6356422,5,75
9451,PHILIPPINES ,6356423,5,75
9452,PHILIPPINES ,6356426,5,75
9453,PHILIPPINES ,6356434,5,75
9454,PHILIPPINES ,6382300,5,75
9455,PHILIPPINES ,6382301,5,75
9456,PHILIPPINES ,6382302,5,75
9457,PHILIPPINES ,6382303,5,75
9458,PHILIPPINES ,6382304,5,75
9459,PHILIPPINES ,6382305,5,75
9460,PHILIPPINES ,6382306,5,75
9461,PHILIPPINES ,6382307,5,75
9462,PHILIPPINES ,6383300,5,75
9463,PHILIPPINES ,6383301,5,75
9464,PHILIPPINES ,6383302,5,75
9465,PHILIPPINES ,6383303,5,75
9466,PHILIPPINES ,6383304,5,75
9467,PHILIPPINES ,6384300,5,75
9468,PHILIPPINES ,6384301,5,75
9469,PHILIPPINES ,6384302,5,75
9470,PHILIPPINES ,6384303,5,75
9471,PHILIPPINES ,6384304,5,75
9472,PHILIPPINES ,6384305,5,75
9473,PHILIPPINES ,6384306,5,75
9474,PHILIPPINES ,6384307,5,75
9475,PHILIPPINES ,6385214,5,75
9476,PHILIPPINES ,6385341,5,75
9477,PHILIPPINES ,6385342,5,75
9478,PHILIPPINES ,6385343,5,75
9479,PHILIPPINES ,6385344,5,75
9480,PHILIPPINES ,6385345,5,75
9481,PHILIPPINES ,6385346,5,75
9482,PHILIPPINES ,6387300,5,75
9483,PHILIPPINES ,6387301,5,75
9484,PHILIPPINES ,6388309,5,75
9485,PHILIPPINES ,6388310,5,75
9486,PHILIPPINES ,6388312,5,75
9487,PHILIPPINES ,63817,5,75
9488,PHILIPPINES ,63905,5,75
9489,PHILIPPINES ,63906,5,75
9490,PHILIPPINES ,63915,5,75
9491,PHILIPPINES ,63916,5,75
9492,PHILIPPINES ,63917,5,75
9493,PHILIPPINES ,63926,5,75
9494,PHILIPPINES ,63927,5,75
9495,PHILIPPINES ,63935,5,75
9496,PHILIPPINES ,63936,5,75
9497,PHILIPPINES ,63937,5,75
9498,PHILIPPINES ,63945,5,75
9499,PHILIPPINES ,63955,5,75
9500,PHILIPPINES ,63956,5,75
9501,PHILIPPINES ,63965,5,75
9502,PHILIPPINES ,63966,5,75
9503,PHILIPPINES ,63967,5,75
9504,PHILIPPINES ,63975,5,75
9505,PHILIPPINES ,63976,5,75
9506,PHILIPPINES ,63977,5,75
9507,PHILIPPINES ,63995,5,75
9508,PHILIPPINES ,63996,5,75
9509,PHILIPPINES ,63997,5,75
9510,PHILIPPINES ,6395,5,75
9511,PHILIPPINES ,6396,5,75
9512,PHILIPPINES ,6397,5,75
9513,PHILIPPINES ,63900,5,75
9514,PHILIPPINES ,63901,5,75
9515,PHILIPPINES ,63902,5,75
9516,PHILIPPINES ,63903,5,75
9517,PHILIPPINES ,63904,5,75
9518,PHILIPPINES ,63911,5,75
9519,PHILIPPINES ,63913,5,75
9520,PHILIPPINES ,63914,5,75
9521,PHILIPPINES ,63924,5,75
9522,PHILIPPINES ,63934,5,75
9523,PHILIPPINES ,63940,5,75
9524,PHILIPPINES ,63941,5,75
9525,PHILIPPINES ,63944,5,75
9526,PHILIPPINES ,63990,5,75
9527,PHILIPPINES ,63991,5,75
9528,PHILIPPINES ,63992,5,75
9529,PHILIPPINES ,63993,5,75
9530,PHILIPPINES ,63994,5,75
9531,PHILIPPINES ,6398,5,75
9532,PHILIPPINES ,63813,5,75
9533,PHILIPPINES ,63907,5,75
9534,PHILIPPINES ,63908,5,75
9535,PHILIPPINES ,63909,5,75
9536,PHILIPPINES ,63910,5,75
9537,PHILIPPINES ,63912,5,75
9538,PHILIPPINES ,63918,5,75
9539,PHILIPPINES ,63919,5,75
9540,PHILIPPINES ,63920,5,75
9541,PHILIPPINES ,63921,5,75
9542,PHILIPPINES ,63922,5,75
9543,PHILIPPINES ,63923,5,75
9544,PHILIPPINES ,63925,5,75
9545,PHILIPPINES ,63928,5,75
9546,PHILIPPINES ,63929,5,75
9547,PHILIPPINES ,63930,5,75
9548,PHILIPPINES ,63931,5,75
9549,PHILIPPINES ,63932,5,75
9550,PHILIPPINES ,63933,5,75
9551,PHILIPPINES ,63938,5,75
9552,PHILIPPINES ,63939,5,75
9553,PHILIPPINES ,63942,5,75
9554,PHILIPPINES ,63943,5,75
9555,PHILIPPINES ,63946,5,75
9556,PHILIPPINES ,63947,5,75
9557,PHILIPPINES ,63948,5,75
9558,PHILIPPINES ,63949,5,75
9559,PHILIPPINES ,63950,5,75
9560,PHILIPPINES ,63962,5,75
9561,PHILIPPINES ,63998,5,75
9562,PHILIPPINES ,63999,5,75
9563,PHILIPPINES ,6328,5,75
9564,PHILIPPINES ,63251,5,75
9565,PHILIPPINES ,63254,5,75
9566,PHILIPPINES ,63255,5,75
9567,PHILIPPINES ,63256,5,75
9568,PHILIPPINES ,63265,5,75
9569,PHILIPPINES ,63270,5,75
9570,PHILIPPINES ,63277,5,75
9571,PHILIPPINES ,63278,5,75
9572,PHILIPPINES ,63292,5,75
9573,PHILIPPINES ,63464,5,75
9574,PHILIPPINES ,63476,5,75
9575,PHILIPPINES ,63538,5,75
9576,PHILIPPINES ,63558,5,75
9577,PHILIPPINES ,63746,5,75
9578,PHILIPPINES ,63756,5,75
9579,PHILIPPINES ,63776,5,75
9580,PHILIPPINES ,63822,5,75
9581,PHILIPPINES ,63825,5,75
9582,PHILIPPINES ,63838,5,75
9583,PHILIPPINES ,63846,5,75
9584,PHILIPPINES ,632230,5,75
9585,PHILIPPINES ,632231,5,75
9586,PHILIPPINES ,632232,5,75
9587,PHILIPPINES ,632233,5,75
9588,PHILIPPINES ,632234,5,75
9589,PHILIPPINES ,632235,5,75
9590,PHILIPPINES ,632236,5,75
9591,PHILIPPINES ,632237,5,75
9592,PHILIPPINES ,632241,5,75
9593,PHILIPPINES ,632242,5,75
9594,PHILIPPINES ,632243,5,75
9595,PHILIPPINES ,632244,5,75
9596,PHILIPPINES ,632245,5,75
9597,PHILIPPINES ,632247,5,75
9598,PHILIPPINES ,632251,5,75
9599,PHILIPPINES ,632252,5,75
9600,PHILIPPINES ,632253,5,75
9601,PHILIPPINES ,632254,5,75
9602,PHILIPPINES ,632255,5,75
9603,PHILIPPINES ,632256,5,75
9604,PHILIPPINES ,632257,5,75
9605,PHILIPPINES ,632258,5,75
9606,PHILIPPINES ,632259,5,75
9607,PHILIPPINES ,632270,5,75
9608,PHILIPPINES ,632271,5,75
9609,PHILIPPINES ,632272,5,75
9610,PHILIPPINES ,632277,5,75
9611,PHILIPPINES ,632278,5,75
9612,PHILIPPINES ,632279,5,75
9613,PHILIPPINES ,632281,5,75
9614,PHILIPPINES ,632282,5,75
9615,PHILIPPINES ,632283,5,75
9616,PHILIPPINES ,632285,5,75
9617,PHILIPPINES ,632287,5,75
9618,PHILIPPINES ,632288,5,75
9619,PHILIPPINES ,632291,5,75
9620,PHILIPPINES ,632292,5,75
9621,PHILIPPINES ,632293,5,75
9622,PHILIPPINES ,632294,5,75
9623,PHILIPPINES ,632330,5,75
9624,PHILIPPINES ,632331,5,75
9625,PHILIPPINES ,632332,5,75
9626,PHILIPPINES ,632333,5,75
9627,PHILIPPINES ,632334,5,75
9628,PHILIPPINES ,632350,5,75
9629,PHILIPPINES ,632351,5,75
9630,PHILIPPINES ,632352,5,75
9631,PHILIPPINES ,632353,5,75
9632,PHILIPPINES ,632354,5,75
9633,PHILIPPINES ,632355,5,75
9634,PHILIPPINES ,632356,5,75
9635,PHILIPPINES ,632357,5,75
9636,PHILIPPINES ,632359,5,75
9637,PHILIPPINES ,632360,5,75
9638,PHILIPPINES ,632361,5,75
9639,PHILIPPINES ,632362,5,75
9640,PHILIPPINES ,632363,5,75
9641,PHILIPPINES ,632364,5,75
9642,PHILIPPINES ,632365,5,75
9643,PHILIPPINES ,632366,5,75
9644,PHILIPPINES ,632367,5,75
9645,PHILIPPINES ,632370,5,75
9646,PHILIPPINES ,632371,5,75
9647,PHILIPPINES ,632372,5,75
9648,PHILIPPINES ,632373,5,75
9649,PHILIPPINES ,632374,5,75
